Removed Pin From Net: NetName=NewNet236 Pin= U16-1
Removed Pin From Net: NetName=NewNet237 Pin= U16-2
Removed Pin From Net: NetName=NewNet9 Pin= U16-3
Removed Pin From Net: NetName=NewNet38 Pin= U16-4
Removed Pin From Net: NetName=NewNet9 Pin= U16-5
Removed Pin From Net: NetName=NewNet9 Pin= U16-6
Change Net Name : Old Net Name=NewNet215 New Net Name=P2-18
Change Net Name : Old Net Name=NewNet216 New Net Name=P2-17
Change Net Name : Old Net Name=NewNet217 New Net Name=P2-16
Change Net Name : Old Net Name=NewNet218 New Net Name=P2-15
Change Net Name : Old Net Name=NewNet219 New Net Name=P2-14
Change Net Name : Old Net Name=NewNet220 New Net Name=P2-13
Change Net Name : Old Net Name=NewNet221 New Net Name=P2-12
Change Net Name : Old Net Name=NewNet222 New Net Name=P2-11
Change Net Name : Old Net Name=NewNet223 New Net Name=P2-10
Change Net Name : Old Net Name=NewNet224 New Net Name=P2-8
Change Net Name : Old Net Name=NewNet225 New Net Name=P2-22
Change Net Name : Old Net Name=NewNet226 New Net Name=P2-21
Change Net Name : Old Net Name=NewNet227 New Net Name=P1-7
Change Net Name : Old Net Name=NewNet228 New Net Name=NetD3_1
Change Net Name : Old Net Name=NewNet229 New Net Name=P2-23
Change Net Name : Old Net Name=NewNet230 New Net Name=NetD49_2
Change Net Name : Old Net Name=NewNet231 New Net Name=NetD2_1
Change Net Name : Old Net Name=NewNet232 New Net Name=NetD50_1
Change Net Name : Old Net Name=NewNet233 New Net Name=P1-8
Change Net Name : Old Net Name=NewNet234 New Net Name=P1-10
Change Net Name : Old Net Name=NewNet235 New Net Name=P2-6
Change Net Name : Old Net Name=NewNet236 New Net Name=NetC82_2
Change Net Name : Old Net Name=NewNet237 New Net Name=NetD40_2
Change Net Name : Old Net Name=NewNet238 New Net Name=NET238
Change Net Name : Old Net Name=NewNet246 New Net Name=NetC220_1
Change Net Name : Old Net Name=NewNet247 New Net Name=P1-12
Change Net Name : Old Net Name=NewNet248 New Net Name=NetR224_1
Change Net Name : Old Net Name=NewNet249 New Net Name=NetR224_2
Change Net Name : Old Net Name=NewNet250 New Net Name=ARM-23
Added Pin To Net: NetName=P1-28 Pin=P1-28
Added Net: Name=P1-28
Added Class: Name=26P2
Added Class: Name=28P1
Added Class: Name=P2IO
Added Class: Name=Power
Added Class: Name=STM32
Added Class: Name=集成隔离器（4）
Added Class: Name=输出放大（6）
Added Class: Name=输出运算放大(3)
Added Class: Name=输出运算放大器（5）
Added Class: Name=四通道输出运算放大（2）
Added Class: Name=智能四通道高端开关（1）
Added Room: Name=26P2
Added Room: Name=28P1
Added Room: Name=P2IO
Added Room: Name=Power
Added Room: Name=STM32
Added Room: Name=集成隔离器（4）
Added Room: Name=输出放大（6）
Added Room: Name=输出运算放大(3)
Added Room: Name=输出运算放大器（5）
Added Room: Name=四通道输出运算放大（2）
Added Room: Name=智能四通道高端开关（1）
